Emission Date,Refining of mineral oil,Metal ore roasting or sintering,Production or processing of ferrous metals,Production of Pig iron or steel,Production or processing of non-ferrous metals,Primary aluminum production,Secondary aluminum production,Production of cement clinker,Production of lime or calcination of dolomite/magnesite,Manufacture of glass,Ceramic production,Mineral wool manufacturing,Production or processing of gypsum or plasterboard,Production of pulp,Paper or cardboard,Production of Carbon black,Production of coke oven,Production of Nitric acid,Production of Adipic acid,Production of Bulk chemicals,Production of Soda ash and sodium bicarbonate,Production of Hydrogen and synthesis gas
2023-08-04,308627,5447,20199,266187,15885,10319,3005,271161,64366,48192,41403,4845,2549,10370,42507,4238,13148,7204,263,75401,10997,17100
2023-08-05,279991,4688,17318,239028,14144,9161,2785,239420,56438,44023,39374,4518,2319,9154,37456,3633,11993,6243,227,65558,9511,14795
2023-08-06,245979,4035,14886,209188,12339,7982,2466,208187,48944,38774,35183,4009,2039,7959,32544,3123,10557,5389,196,56665,8204,12763
2023-08-07,235802,3967,14660,201488,11932,7730,2341,202126,47678,37053,33024,3796,1952,7728,31627,3076,10095,5280,192,55425,8045,12514
2023-08-08,270216,4590,16976,231325,13720,8893,2672,232778,54978,42407,37526,4328,2236,8900,36437,3562,11557,6101,222,64012,9301,14466
2023-08-09,272623,4574,16902,232833,13782,8927,2710,233374,55029,42853,38267,4394,2258,8923,36513,3546,11675,6090,222,63943,9279,14433
2023-08-10,278579,4732,17501,238484,14145,9169,2755,239982,56679,43720,38688,4462,2306,9176,37565,3672,11915,6290,229,65993,9589,14913
2023-08-11,292605,5168,19164,252403,15064,9787,2848,257176,61052,45686,39228,4592,2417,9835,40316,4021,12465,6834,250,71526,10433,16222
2023-08-12,283142,5007,18571,244305,14584,9475,2754,249034,59129,44200,37911,4440,2339,9523,39042,3897,12060,6621,242,69289,10108,15717
2023-08-13,244169,4218,15619,209710,12472,8092,2398,212169,50222,38235,33405,3877,2019,8113,33233,3277,10425,5595,204,58633,8534,13271
2023-08-14,225279,3807,14076,192666,11418,7399,2233,193561,45685,35378,31425,3618,1865,7401,30292,2953,9640,5064,184,53148,7718,12005
2023-08-15,287546,5468,20375,251813,15214,9926,2708,262822,62995,44431,35770,4325,2366,10054,41317,4276,12151,7165,263,74654,10966,17044
2023-08-16,331854,6415,23928,291625,17668,11538,3101,306021,73504,51153,40538,4941,2728,11707,48138,5021,13996,8389,308,87326,12847,19965
2023-08-17,336356,6550,24445,296052,17959,11733,3132,311433,74875,51789,40741,4985,2764,11914,49004,5130,14174,8559,315,89056,13111,20374
2023-08-18,329530,6364,23737,289526,17538,11453,3081,303729,72945,50802,40295,4910,2709,11619,47776,4981,13900,8324,306,86650,12747,19809
2023-08-19,317937,6067,22614,278636,16845,10992,2990,291159,69819,49102,39397,4772,2616,11138,45778,4746,13429,7947,292,82786,12165,18907
2023-08-20,233691,3979,14719,200147,11875,7699,2309,201556,47619,36664,32387,3739,1934,7707,31553,3088,9993,5288,193,55464,8061,12537
2023-08-21,257335,4699,17465,223474,13411,8729,2469,230174,54880,39995,33399,3964,2122,8803,36129,3665,10923,6188,226,64634,9458,14704
2023-08-22,331356,6299,23474,290165,17530,11437,3121,302828,72581,51203,41231,4985,2727,11584,47606,4926,14002,8255,303,86012,12635,19637
2023-08-23,330791,6176,22988,288579,17382,11328,3142,299395,71591,51250,41964,5031,2725,11452,47034,4824,14007,8111,297,84604,12407,19285
2023-08-24,336166,6286,23401,293365,17675,11520,3191,304519,72831,52070,42574,5107,2769,11648,47842,4911,14232,8254,303,86091,12627,19627
2023-08-25,325778,5981,22236,283217,17011,11076,3118,292214,69721,50594,42056,5003,2686,11176,45877,4666,13820,7871,288,82179,12032,18704
2023-08-26,328903,6145,22873,286971,17287,11267,3123,297791,71213,50952,41695,5000,2709,11391,46783,4800,13926,8069,296,84167,12343,19186
2023-08-27,258763,4617,17136,223670,13372,8692,2508,228663,54356,40345,34352,4038,2136,8745,35860,3596,11011,6099,223,63786,9313,14481
2023-08-28,229253,3815,14090,195493,11557,7483,2286,195447,46037,36073,32400,3710,1899,7472,30570,2956,9825,5086,185,53425,7746,12050
2023-08-29,315742,5753,21379,274073,16442,10700,3032,282090,67239,49088,41069,4870,2604,10789,44274,4486,13406,7578,277,79162,11582,18005
2023-08-30,311638,5528,20507,269056,16070,10442,3028,274534,65210,48628,41606,4879,2574,10499,43044,4303,13269,7307,267,76451,11156,17346
2023-08-31,326556,5928,22026,283250,16982,11050,3141,291191,69376,50794,42630,5047,2694,11137,45697,4622,13870,7813,286,81631,11939,18561
2023-09-01,344690,6373,23714,299076,18189,11877,3310,309359,73921,53239,43787,5236,2828,11847,48648,5017,14663,8445,309,88116,12915,20076
2023-09-02,296935,5008,18518,252967,15156,9844,2965,254017,59972,46439,41162,4743,2447,9724,39805,3917,12755,6715,244,70458,10234,15918
2023-09-03,243659,3989,14717,206409,12308,7981,2461,205315,48283,38251,34639,3950,2011,7859,32137,3113,10497,5370,195,56451,8175,12717
2023-09-04,247274,4286,15878,211777,12744,8290,2442,214518,50828,38534,33455,3894,2035,8213,33651,3359,10592,5726,209,59977,8736,13585
2023-09-05,296569,5059,18720,253205,15198,9878,2948,255171,60334,46314,40706,4710,2443,9769,40004,3960,12724,6772,247,71012,10327,16060
2023-09-06,312751,5475,20297,268381,16176,10529,3076,272727,64705,48673,41926,4899,2573,10442,42798,4294,13383,7305,267,76473,11149,17337
2023-09-07,335225,6126,22777,290165,17613,11493,3236,298999,71338,51863,43098,5127,2752,11450,46998,4819,14279,8129,298,84882,12427,19319
2023-09-08,311765,5448,20193,267438,16114,10488,3069,271608,64424,48532,41866,4888,2565,10399,42620,4272,13343,7270,265,76118,11096,17254
2023-09-09,300330,5178,19178,256956,15450,10048,2972,259849,61527,46835,40825,4743,2473,9948,40754,4057,12872,6923,252,72542,10561,16423
2023-09-10,268574,4762,17670,231057,13955,9091,2627,235769,56030,41726,35572,4178,2208,9027,37017,3738,11477,6343,232,66354,9686,15061
2023-09-11,274118,5117,19051,238315,14517,9484,2621,247280,59161,42281,34475,4141,2248,9470,38900,4031,11648,6772,248,70625,10361,16104
2023-09-12,325404,5978,22235,281971,17130,11182,3134,291059,69491,50306,41610,4962,2670,11146,45759,4704,13852,7928,290,82753,12122,18843
2023-09-13,322757,5786,21483,278280,16838,10975,3142,284959,67817,50069,42301,4991,2652,10911,44758,4545,13776,7696,281,80450,11757,18278
2023-09-14,323874,5914,21988,280298,17012,11100,3128,288761,68888,50112,41671,4956,2659,11058,45388,4652,13796,7849,287,81958,11998,18652
2023-09-15,287763,4854,17947,245156,14688,9541,2873,246179,58122,45004,39888,4596,2372,9424,38577,3797,12361,6508,237,68285,9919,15427
2023-09-16,292939,4990,18465,250043,15005,9752,2913,251881,59546,45755,40255,4655,2413,9643,39486,3906,12570,6682,243,70070,10188,15845
2023-09-17,261009,4484,16602,223155,13409,8719,2587,225404,53346,40722,35597,4130,2149,8629,35347,3512,11190,5997,219,62859,9148,14226
2023-09-18,257290,4617,17147,221887,13428,8753,2504,227300,54103,39907,33682,3976,2114,8704,35704,3628,10981,6141,225,64194,9382,14586
2023-09-19,299490,5293,19634,257484,15543,10123,2934,262453,62345,46550,39793,4667,2463,10049,41201,4154,12803,7053,258,73793,10769,16744
2023-09-20,362297,6970,26000,316983,19407,12701,3415,332185,79784,55635,44086,5373,2966,12723,52317,5501,15342,9192,338,95683,14076,21875
2023-09-21,352479,6697,24960,307574,18791,12289,3343,320995,76972,54228,43495,5268,2887,12294,50530,5281,14948,8844,325,92135,13539,21041
2023-09-22,332178,6145,22864,288248,17532,11448,3189,298206,71261,51303,42176,5045,2725,11420,46895,4838,14130,8142,298,84951,12452,19355
2023-09-23,336859,6345,23636,293411,17900,11701,3208,305347,73138,51891,41960,5061,2761,11694,48051,5001,14300,8388,308,87431,12837,19952
2023-09-24,249979,4399,16315,214738,12954,8435,2453,218585,51895,38877,33347,3905,2056,8369,34309,3452,10691,5865,214,61384,8954,13923
2023-09-25,241313,4270,15840,207516,12529,8161,2363,211602,50273,37501,32027,3758,1984,8102,33220,3351,10314,5689,208,59516,8686,13506
2023-09-26,278026,4620,17065,236188,14117,9162,2793,236050,55621,43564,39035,4474,2293,9036,36969,3610,11960,6207,226,65190,9455,14707
2023-09-27,313100,5582,20718,269656,16301,10622,3056,275636,65551,48608,41255,4856,2573,10554,43285,4383,13372,7430,272,77695,11348,17644
2023-09-28,339486,6326,23550,295037,17967,11737,3249,305961,73183,52377,42775,5133,2784,11717,48128,4983,14429,8375,307,87341,12811,19913
2023-09-29,340741,6379,23756,296417,18065,11804,3254,307865,73684,52535,42720,5138,2793,11790,48437,5026,14475,8440,310,88002,12914,20072
2023-09-30,302179,5310,19692,259506,15651,10190,2967,264036,62675,47004,40363,4724,2485,10109,41441,4166,12925,7082,259,74118,10810,16809
2023-10-01,248980,4141,15303,210612,12111,7961,2414,206268,48644,36520,32749,3792,1949,7993,32708,3212,10421,5515,201,57901,8403,13071
2023-10-02,236864,4011,14841,201056,11595,7630,2280,198039,46814,34663,30672,3574,1852,7674,31424,3115,9896,5329,194,55884,8125,12637
2023-10-03,264194,4365,16123,223200,12821,8425,2568,218136,51398,38784,34946,4037,2069,8452,34581,3384,11065,5819,212,61113,8863,13787
2023-10-04,275543,4576,16910,233019,13397,8806,2673,228109,53785,40424,36286,4199,2157,8839,36169,3549,11535,6096,222,64005,9288,14447
2023-10-05,267802,4228,15565,224345,12796,8387,2648,216144,50623,39535,36751,4182,2101,8373,34205,3267,11266,5672,206,59745,8624,13419
2023-10-06,276593,4483,16537,232837,13335,8753,2709,226183,53160,40702,37171,4266,2168,8763,35830,3471,11606,5992,218,63011,9121,14189
2023-10-07,274401,4513,16666,231627,13296,8735,2672,226051,53232,40305,36433,4202,2149,8759,35829,3498,11498,6020,219,63247,9169,14262
2023-10-08,246943,4176,15450,209554,12082,7950,2379,206317,48762,36144,32017,3729,1931,7995,32736,3243,10319,5549,202,58196,8460,13158
2023-10-09,236570,4050,14997,201232,11625,7655,2268,198904,47086,34570,30337,3550,1849,7708,31575,3148,9873,5373,196,56307,8196,12745
2023-10-10,281864,4764,17626,239168,13789,9072,2716,235441,55642,41258,36558,4257,2205,9124,37357,3700,11779,6331,231,66403,9653,15013
2023-10-11,341766,6445,24021,296476,17403,11523,3140,302402,72496,49274,39808,4855,2658,11723,48182,5043,14115,8448,310,88011,12930,20096
2023-10-12,338192,6386,23802,293454,17229,11409,3105,299445,71799,48750,39337,4800,2630,11609,47714,4997,13965,8369,307,87182,12810,19909
2023-10-13,392121,7809,29199,344167,20390,13544,3507,357428,86288,56069,42877,5380,3041,13860,57067,6130,16091,10169,375,105617,15594,24228
2023-10-14,330151,6071,22591,284899,16653,11010,3068,288202,68867,47774,39503,4761,2571,11172,45876,4742,13674,7982,292,83283,12207,18975
2023-10-15,253181,4318,15984,215200,12425,8179,2431,212449,50267,37016,32580,3807,1979,8233,33720,3355,10570,5731,209,60074,8741,13593
2023-10-16,245914,4260,15788,209666,12136,7996,2346,208031,49324,35879,31196,3667,1921,8062,33039,3314,10250,5643,206,59094,8611,13391
2023-10-17,317920,5745,21352,273361,15932,10523,2978,274958,65553,46118,38725,4631,2478,10658,43738,4482,13193,7569,277,79060,11569,17985
2023-10-18,343692,6431,23956,297658,17449,11548,3169,302829,72525,49609,40373,4905,2674,11740,48236,5029,14207,8437,310,87942,12911,20067
2023-10-19,355771,6730,25087,308825,18137,12011,3264,315316,75621,51270,41300,5044,2767,12224,50246,5266,14688,8817,324,91849,13498,20978
2023-10-20,316028,5526,20491,269938,15648,10316,3003,268630,63769,46052,39747,4689,2468,10411,42678,4301,13160,7311,267,76512,11160,17353
2023-10-21,337017,6235,23209,291186,17037,11268,3124,295142,70580,48725,40072,4843,2624,11441,46991,4872,13949,8191,300,85434,12529,19475
2023-10-22,284187,5165,19205,244645,14272,9430,2655,246539,58821,41191,34414,4126,2215,9556,39226,4031,11785,6800,249,71006,10396,16161
2023-10-23,258526,4529,16797,220905,12809,8445,2454,219970,52231,37663,32457,3832,2018,8525,34950,3526,10764,5990,219,62687,9145,14220
2023-10-24,299624,5159,19111,255152,14754,9718,2865,252663,59858,43751,38225,4482,2341,9792,40118,4011,12497,6839,249,71644,10434,16226
2023-10-25,339114,6237,23209,292644,17106,11310,3151,296056,70745,49070,40567,4890,2641,11476,47126,4872,14045,8200,300,85557,12540,19493
2023-10-26,324391,5900,21936,279290,16295,10767,3030,281510,67171,47014,39258,4708,2528,10912,44792,4605,13452,7767,284,81093,11873,18457
2023-10-27,300011,5228,19383,256087,14837,9779,2855,254570,60405,43738,37852,4459,2343,9866,40439,4068,12498,6920,253,72437,10562,16424
2023-10-28,296032,5181,19215,252910,14663,9667,2811,251767,59774,43132,37197,4390,2311,9758,40001,4033,12326,6854,250,71730,10463,16270
2023-10-29,275893,4980,18508,237171,13820,9128,2586,238470,56845,40028,33643,4022,2151,9243,37933,3885,11450,6562,240,68547,10029,15591
2023-10-30,275863,5189,19335,239175,14033,9290,2537,243747,58414,39788,32223,3925,2146,9449,38833,4059,11396,6803,250,70888,10412,16183
2023-10-31,299728,5550,20659,259013,15157,10025,2777,262606,62806,43329,35606,4305,2333,10180,41812,4337,12404,7290,267,76034,11152,17334
2023-11-01,246078,4224,15648,208989,12108,7906,2332,208175,49316,36150,31321,3700,1933,8019,32855,3295,10283,5617,205,58849,8570,13328
2023-11-02,292592,5104,18929,249283,14480,9463,2754,249600,59254,42891,36691,4362,2296,9616,39418,3985,12206,6773,247,70890,10340,16078
2023-11-03,305242,5303,19661,259849,15083,9855,2878,259836,61651,44770,38425,4561,2396,10010,41028,4139,12739,7041,257,73709,10747,16711
2023-11-04,314374,5635,20935,269301,15712,10285,2924,272020,64805,45913,38404,4617,2464,10480,43003,4408,13077,7452,273,77862,11387,17703
2023-11-05,257906,4471,16572,219455,12734,8319,2434,219286,52014,37839,32533,3858,2024,8448,34622,3489,10766,5938,217,62166,9062,14091
2023-11-06,250425,4310,15969,212790,12333,8054,2370,212138,50272,36776,31799,3760,1966,8172,33484,3362,10462,5730,209,60015,8742,13595
2023-11-07,280490,4690,17341,237003,13673,8914,2686,234102,55266,41347,36547,4276,2206,9017,36910,3651,11752,6258,228,65673,9539,14836
2023-11-08,292367,4969,18394,247818,14334,9354,2781,246064,58215,43007,37550,4419,2297,9478,38820,3873,12230,6616,241,69358,10091,15693
2023-11-09,289987,4951,18334,246022,14241,9296,2754,244640,57913,42631,37091,4373,2278,9424,38602,3860,12124,6589,240,69049,10050,15630
2023-11-10,290134,4961,18374,246219,14256,9306,2753,244957,58000,42644,37058,4372,2279,9436,38655,3868,12129,6601,241,69170,10069,15659
2023-11-11,287329,5024,18633,244909,14231,9302,2702,245399,58274,42107,35954,4278,2254,9454,38757,3923,11984,6665,243,69742,10175,15821
2023-11-12,269639,4856,18046,231200,13499,8839,2503,233888,55755,39354,32786,3949,2112,9011,36981,3800,11210,6418,235,67037,9808,15248
2023-11-13,262390,4804,17871,225744,13217,8662,2418,229598,54850,38207,31374,3807,2054,8847,36326,3763,10889,6336,232,66117,9689,15061
2023-11-14,326153,5959,22165,280482,16416,10757,3008,285077,68085,47506,39082,4738,2553,10984,45100,4667,13539,7861,288,82045,12021,18686
2023-11-15,306336,5339,19797,260942,15155,9904,2884,261191,61998,44912,38450,4569,2404,10062,41246,4168,12781,7086,259,74161,10816,16819
2023-11-16,317984,5600,20782,271431,15791,10326,2981,272615,64799,46553,39515,4716,2494,10503,43068,4376,13252,7423,271,77640,11335,17625
2023-11-17,318697,5510,20420,271041,15721,10269,3011,270601,64164,46774,40301,4774,2502,10424,42719,4299,13308,7320,267,76655,11171,17371
2023-11-18,322093,5732,21287,275516,16056,10505,3006,277654,66086,47087,39624,4749,2525,10697,43881,4482,13408,7588,277,79312,11591,18021
2023-11-19,282547,4991,18526,241330,14047,9187,2645,242621,57692,41348,35009,4183,2216,9347,38334,3901,11771,6613,242,69158,10100,15704
2023-11-20,271233,4813,17869,231873,13506,8836,2534,233450,55544,39668,33463,4006,2127,8994,36891,3762,11295,6373,233,66630,9735,15136
2023-11-21,338253,6054,22491,289673,16897,11059,3149,292462,69663,49410,41379,4972,2651,11268,46232,4736,14072,8008,293,83680,12236,19023
2023-11-22,327289,5617,20807,277948,16102,10514,3101,276844,65581,48082,41667,4922,2570,10664,43693,4381,13677,7470,272,78256,11396,17722
2023-11-23,323046,5551,20566,274413,15901,10383,3059,273436,64785,47451,41079,4855,2537,10533,43157,4330,13498,7381,269,77322,11262,17513
2023-11-24,345454,6272,23320,296696,17347,11363,3195,300938,71814,50362,41662,5037,2705,11595,47597,4910,14350,8281,303,86455,12659,19679
2023-11-25,329529,5911,21964,282330,16474,10784,3064,285257,67966,48121,40222,4837,2582,10990,45097,4625,13706,7817,286,81671,11945,18570
2023-11-26,269065,4633,17168,228653,13254,8655,2546,227992,54033,39511,34149,4039,2113,8783,35987,3614,11240,6159,225,64510,9398,14614
2023-11-27,257512,4429,16409,218783,12679,8280,2438,218065,51672,37820,32719,3868,2022,8400,34419,3455,10759,5888,215,61680,8984,13971
2023-11-28,363595,6701,24942,313249,18361,12038,3340,319295,76344,52893,43173,5255,2845,12303,50530,5252,15078,8831,324,92122,13509,20997
2023-11-29,406630,7884,29435,354096,20932,13764,3647,366998,88325,58712,45651,5696,3173,14144,58191,6199,16765,10327,380,107403,15823,24588
2023-11-30,414508,8085,30200,361431,21388,14069,3707,375354,90406,59794,46205,5784,3233,14467,59529,6360,17077,10583,389,110034,16220,25203
2023-12-01,366260,6991,26080,317308,18881,12359,3316,324267,77906,52869,41664,5163,2854,12618,51888,5557,15125,9280,341,96586,14212,22086
2023-12-02,334435,6116,22754,287144,16964,11077,3089,289343,69132,48578,39852,4838,2612,11257,46224,4848,13878,8160,299,85149,12479,19398
2023-12-03,312447,5894,21974,270017,16035,10490,2845,274881,65942,45179,36010,4436,2436,10696,43966,4682,12920,7835,288,81609,11996,18643
2023-12-04,289725,5421,20199,249948,14823,9692,2648,253764,60812,41944,33693,4134,2260,9874,40576,4303,11992,7213,265,75166,11040,17159
2023-12-05,349815,6556,24432,301895,17909,11711,3195,306673,73507,50631,40607,4987,2728,11932,49039,5205,14476,8722,320,90880,13350,20749
2023-12-06,353983,6685,24923,305982,18174,11890,3221,311602,74761,51177,40748,5023,2760,12125,49841,5310,14636,8885,326,92538,13603,21141
2023-12-07,344843,6351,23639,296513,17538,11456,3175,299474,71618,50040,40791,4968,2692,11652,47856,5036,14299,8466,310,88307,12951,20131
2023-12-08,357037,6772,25253,308901,18361,12015,3242,315017,75622,51586,40905,5053,2783,12258,50396,5380,14755,8996,330,93665,13774,21407
2023-12-09,353856,6674,24882,305791,18159,11879,3222,311280,74672,51168,40790,5025,2759,12112,49788,5301,14633,8872,326,92411,13583,21110
2023-12-10,322440,6035,22488,278192,16499,10788,2947,282470,67694,46678,37484,4600,2515,10991,45166,4791,13345,8030,295,83676,12290,19102
2023-12-11,323797,6158,22970,280309,16669,10909,2937,286124,68711,46764,36980,4574,2523,11134,45779,4894,13377,8178,300,85141,12524,19463
2023-12-12,385252,7239,26981,332659,19742,12912,3514,338213,81094,55739,44593,5483,3004,13160,54088,5748,15938,9628,353,100300,14738,22905
2023-12-13,382249,7055,26266,328830,19457,12711,3516,332359,79506,55449,45108,5500,2984,12931,53115,5596,15846,9403,345,98067,14385,22360
2023-12-14,384510,7237,26974,332127,19716,12895,3505,337842,81021,55619,44432,5467,2998,13145,54032,5747,15905,9622,353,100234,14730,22893
2023-12-15,379737,7134,26590,327884,19458,12726,3464,333336,79923,54943,43964,5405,2961,12970,53307,5665,15710,9488,348,98849,14524,22573
2023-12-16,374302,7031,26206,323184,19179,12543,3415,328546,78773,54157,43340,5328,2919,12784,52541,5583,15486,9352,343,97425,14315,22248
2023-12-17,298084,5326,19784,254719,14990,9775,2782,254733,60679,43440,36368,4370,2331,9910,40659,4215,12401,7127,261,74468,10890,16930
2023-12-18,274200,4715,17470,232525,13599,8848,2601,229680,54438,40168,34698,4105,2148,8934,36607,3721,11454,6340,231,66407,9675,15045
2023-12-19,307675,5257,19470,260589,15225,9902,2926,256877,60834,45110,39160,4622,2411,9991,40931,4148,12861,7075,258,74134,10794,16785
2023-12-20,292647,4895,18104,246843,14373,9337,2807,241683,57076,43026,37957,4445,2296,9399,38479,3856,12259,6607,241,69318,10071,15664
2023-12-21,262550,4199,15479,219592,12695,8227,2563,211973,49764,38819,35354,4077,2064,8243,33691,3297,11047,5702,207,59999,8677,13500
2023-12-22,247389,3841,14128,205793,11843,7662,2441,196822,46026,36708,34093,3895,1947,7652,31247,3009,10438,5238,190,55221,7961,12389
2023-12-23,231214,3566,13110,192106,11044,7142,2287,183350,42837,34335,32025,3651,1821,7128,29101,2792,9761,4868,176,51339,7396,11510
2023-12-24,203367,3147,11570,169064,9724,6289,2009,161514,37751,30189,28102,3207,1601,6280,25638,2464,8583,4293,155,45267,6524,10152
2023-12-25,186005,2954,10882,155365,8972,5812,1820,149638,35096,27525,25190,2898,1463,5818,23777,2318,7831,4015,146,42265,6108,9503
2023-12-26,193923,2997,11019,161180,9269,5995,1917,153928,35973,28791,26820,3060,1527,5985,24433,2347,8186,4089,148,43126,6214,9671
2023-12-27,218120,3410,12548,181670,10466,6773,2147,174119,40754,32339,29903,3423,1716,6770,27650,2673,9197,4645,168,48951,7062,10989
2023-12-28,221533,3394,12472,183844,10558,6825,2196,175104,40874,32923,30837,3509,1745,6808,27785,2656,9358,4637,168,48932,7045,10963
2023-12-29,217517,3246,11901,179667,10277,6634,2176,169734,39481,32425,30867,3486,1715,6598,26905,2534,9211,4451,161,47055,6755,10514
2023-12-30,213266,3179,11656,176128,10073,6502,2135,166343,38687,31795,30283,3419,1682,6466,26367,2482,9031,4361,157,46102,6617,10300
2023-12-31,197416,2908,10652,162701,9288,5992,1984,153103,35552,29471,28267,3181,1558,5951,24257,2268,8369,3996,144,42280,6061,9435
2024-01-01,181002,3075,12356,152326,8907,5251,1744,147013,34676,26789,24867,2829,1492,5614,24168,2268,7687,3549,147,40704,5879,9105
2024-01-02,226280,3969,15987,191565,11258,6649,2154,186753,44237,33358,30294,3483,1862,7133,30739,2935,9580,4561,189,52199,7564,11712
2024-01-03,238637,4208,16958,202232,11895,7028,2267,197488,46813,35156,31805,3664,1964,7543,32513,3113,10098,4833,200,55288,8017,12412
2024-01-04,248062,4264,17153,209220,12257,7231,2379,202679,47882,36660,33759,3856,2044,7741,33334,3149,10523,4915,203,56315,8144,12611
2024-01-05,248684,4402,17744,210898,12412,7335,2358,206198,48902,36619,33038,3811,2046,7876,33951,3257,10519,5053,209,57790,8383,12978
2024-01-06,226661,4060,16379,192655,11360,6717,2140,189072,44911,33325,29809,3453,1864,7222,31146,3007,9576,4653,193,53175,7722,11955
2024-01-07,215201,3771,15192,182160,10704,6322,2049,177542,42051,31728,28829,3314,1771,6781,29222,2789,9112,4335,179,49614,7189,11131
2024-01-08,218698,3902,15736,185746,10946,6471,2068,182061,43223,32171,28860,3338,1799,6954,29986,2889,9244,4474,185,51144,7424,11494
2024-01-09,263992,4704,18970,224162,13207,7807,2497,219629,52133,38840,34875,4032,2171,8389,36172,3483,11159,5395,224,61674,8952,13859
2024-01-10,267143,4677,18838,226083,13283,7844,2544,220280,52167,39391,35818,4116,2199,8413,36255,3458,11312,5377,223,61538,8916,13805
2024-01-11,271488,4766,19202,229882,13512,7981,2583,224181,53110,40017,36315,4177,2234,8563,36901,3525,11493,5477,227,62680,9084,14065
2024-01-12,271018,4688,18868,228851,13420,7920,2593,222138,52523,40022,36695,4200,2232,8484,36544,3464,11489,5399,223,61838,8949,13857
2024-01-13,280669,5062,20434,238881,14101,8342,2642,234961,55862,41229,36688,4260,2307,8975,38715,3751,11850,5796,240,66216,9623,14897
2024-01-14,245875,4437,17911,209288,12355,7309,2314,205888,48954,36115,32125,3731,2021,7865,33925,3288,10380,5080,211,58032,8434,13056
2024-01-15,242971,4354,17568,206541,12180,7202,2293,202736,48160,35721,31938,3700,1998,7744,33397,3225,10265,4990,207,57027,8282,12822
2024-01-16,290653,5233,21121,247295,14594,8632,2738,243100,57784,42705,38051,4416,2389,9286,40054,3877,12273,5994,249,68475,9950,15403
2024-01-17,327872,6328,25661,282821,16880,10024,3000,284309,68197,47726,40227,4798,2686,10863,46968,4711,13745,7182,299,81708,11954,18497
2024-01-18,339896,6716,27278,294615,17652,10497,3077,298451,71809,49311,40708,4907,2781,11405,49348,5009,14212,7601,317,86350,12662,19589
2024-01-19,353239,7066,28722,306965,18430,10968,3180,312216,75240,51156,41758,5062,2888,11931,51649,5274,14749,7985,334,90647,13307,20586
2024-01-20,351118,7032,28586,305199,18328,10907,3159,310543,74849,50840,41453,5028,2871,11867,51374,5249,14659,7946,332,90192,13242,20485
2024-01-21,291086,5516,22341,250163,14886,8831,2685,249991,59822,42479,36361,4304,2387,9551,41270,4102,12227,6275,261,71469,10437,16152
2024-01-22,300383,5967,24243,260652,15631,9298,2713,264503,63684,43546,35776,4323,2457,10108,43744,4451,12552,6749,282,76642,11244,17395
2024-01-23,386133,7967,32443,337751,20384,12152,3425,347040,83966,55665,44108,5429,3152,13264,57477,5957,16066,8969,375,101635,14963,23143
2024-01-24,391113,8105,33017,342433,20682,12333,3462,352366,85303,56345,44449,5484,3192,13468,58369,6063,16264,9121,382,103323,15217,23536
2024-01-25,398661,8437,34413,350638,21254,12690,3492,363337,88196,57247,44191,5514,3250,13888,60234,6319,16537,9471,397,107164,15813,24455
2024-01-26,383497,7968,32463,335952,20300,12107,3390,345996,83789,55226,43452,5368,3129,13224,57319,5961,15943,8963,375,101529,14957,23133
2024-01-27,371638,7516,30570,323693,19470,11594,3329,330410,79737,53735,43416,5291,3037,12627,54681,5613,15499,8482,355,96224,14140,21873
2024-01-28,319772,6462,26281,278471,16748,9972,2865,284175,68572,46241,37390,4555,2613,10860,47028,4826,13337,7293,305,82741,12158,18807
2024-01-29,293122,5842,23738,254520,15272,9086,2643,258552,62277,42473,34793,4210,2397,9880,42765,4359,12245,6604,276,74986,11004,17024
2024-01-30,326877,6225,25221,281201,16746,9937,3008,281460,67396,47669,40636,4820,2680,10754,46473,4631,13723,7078,295,80580,11774,18220
2024-01-31,331007,6398,25947,285611,17050,10126,3027,287254,68917,48172,40551,4840,2711,10976,47457,4764,13874,7261,303,82589,12085,18699
2024-02-01,315914,5707,23044,268391,15885,9318,2941,265937,63262,46660,41036,4809,2609,10098,43564,4244,13356,6551,272,74818,10878,16839
2024-02-02,315523,5776,23343,268749,15940,9357,2922,267420,63726,46521,40503,4770,2604,10155,43829,4299,13322,6619,275,75526,10995,17019
2024-02-03,304215,5402,21786,257600,15205,8910,2852,253848,60250,45032,40114,4671,2515,9638,41556,4012,12884,6215,258,71058,10313,15967
2024-02-04,275761,5136,20782,235681,14018,8237,2535,235821,56323,40565,34840,4130,2274,8955,38675,3827,11622,5872,244,66935,9761,15107
2024-02-05,268721,5037,20389,229955,13692,8048,2464,230563,55113,39496,33747,4011,2215,8756,37822,3755,11318,5754,239,65563,9567,14806
2024-02-06,378794,7663,31173,329268,19854,11722,3356,338455,81709,55075,43988,5409,3110,12857,55683,5742,15820,8671,363,98358,14457,22364
2024-02-07,386358,7767,31586,335402,20203,11924,3433,344055,82994,56226,45176,5538,3174,13070,56591,5818,16148,8796,368,99810,14662,22682
2024-02-08,353305,6758,27392,303568,18135,10672,3211,306371,73428,51783,43508,5215,2910,11636,50297,5045,14848,7700,321,87629,12812,19826
2024-02-09,360308,6950,28188,310117,18552,10923,3263,313842,75301,52747,43998,5293,2966,11920,51540,5191,15129,7911,330,89983,13167,20374
